Broad Beans,OTHER VEGETABLES,85.4,4.5,0.1,0.8,2,7.2,48,50,64,1.4,9,0.08,0,0,0.8,0 ,0,0
Cauliflower,OTHER VEGETABLES,90.8,2.6,0.4,1,1.2,4,30,33,57,1.23,30,0.04,0.1,1,0 ,0,0,56
Cluster Beans,OTHER VEGETABLES,81,3.2,0.4,1.4,3.2,10.8,16,130,57,1.08,198,0.09,0.03,0.6,0 ,50,144,49
Colocasia Stem,OTHER VEGETABLES,94,0.3,0.3,1.2,0.6,3.6,18,60,20,0.5,104,0.07,0.07,0.1,0 ,0,0,3
Cow Pea Pods,OTHER VEGETABLES,85.3,3.5,0.2,0.9,2,8.1,48,72,59,2.5,564,0.07,0.09,0.9,0 ,0,0,14
Cucumber,OTHER VEGETABLES,96.3,0.4,0.1,0.3,0.4,2.5,13,10,25,0.6,0,0.03,0,0.2,0 ,0,0,0
Double Beans,OTHER VEGETABLES,73.8,8.3,0.3,1,4.3,12.3,85,40,140,2.3,0,0,0,0,0 ,0,0,22
Drumstick,OTHER VEGETABLES,86.9,2.5,0.1,2,4.8,3.7,26,30,110,0.18,110,0.05,0.07,0.2,0 ,0,0,120
Drumstick Flowers,OTHER VEGETABLES,85.9,3.6,0.8,1.3,1.3,7.1,50,51,90,0,0,0,0,0,0 ,0,0,0
Figs Red Ficus Cunia,OTHER VEGETABLES,79.4,1.2,0.6,1.6,6.4,10.8,53,187,39,0,0,0,0,0,0 ,0,0,0
French Beans,OTHER VEGETABLES,91.4,1.7,0.1,0.5,1.8,4.5,26,50,28,0.61,132,0.08,0.06,0.3,0 ,15.5,45.5,24
Ghosala,OTHER VEGETABLES,93.2,1.2,0.2,0.5,2,2.9,18,36,19,1.1,120,0.02,0.06,0.4,0 ,0,0,0
Giant Chillies Capsicum,OTHER VEGETABLES,92.4,1.3,0.3,0.7,1,4.3,24,10,30,0.567,427,0.55,0.05,0.1,0 ,0,0,137
Jack Fruit Tender,OTHER VEGETABLES,84,2.6,0.3,0.9,2.8,9.4,51,30,40,1.7,0,0.05,0.04,0.2,0 ,0,0,14
Kankoda,OTHER VEGETABLES,84.1,3.1,1,1.1,3,7.7,52,33,42,4.6,1620,0.05,0.18,0.6,0 ,0,0,0
Kheksa,OTHER VEGETABLES,90.4,0.6,0.1,0.9,1.6,6.4,29,27,38,0,0,0,0,0,0 ,0,0,0
Kovai,OTHER VEGETABLES,93.5,1.2,0.1,0.5,1.6,3.1,18,40,30,0.38,156,0.07,0.08,0.7,0 ,18,59,15
Ladies Fingers,OTHER VEGETABLES,89.6,1.9,0.2,0.7,1.2,6.4,35,66,56,0.35,52,0.07,0.1,0.6,0 ,25.3,105.1,13
Lakuch Raw,OTHER VEGETABLES,89.4,1.6,1.2,1.1,2.8,13.9,73,67,25,0,0,0,0,0,0 ,0,0,0
Leeks,OTHER VEGETABLES,78.9,1.8,0.1,0.7,1.3,17.2,77,50,70,2.3,18,0.23,0,0,0 ,0,0,11
Mango Green,OTHER VEGETABLES,87.5,0.7,0.1,0.4,1.2,10.1,44,10,19,0.33,90,0.04,0.01,0.2,0 ,0,0,3
Onion Stalks,OTHER VEGETABLES,87.6,0.9,0.2,0.8,1.6,8.9,41,50,50,7.43,595,0,0.03,0.3,0 ,0,0,17
Papaya Green,OTHER VEGETABLES,92,0.7,0.2,0.5,0.9,5.7,27,28,40,0.9,0,0.01,0.01,0.1,0 ,0,0,12
Parwar,OTHER VEGETABLES,92,2,0.3,0.5,3,2.2,20,30,40,1.7,153,0.05,0.06,0.5,0 ,0,0,29
Pink Beans,OTHER VEGETABLES,86.8,3.1,0.4,0.6,2.1,7,44,54,70,1.5,453,0.06,0.02,0.6,0 ,0,0,12
Plantain Flower,OTHER VEGETABLES,89.9,1.7,0.7,1.3,1.3,5.1,34,32,42,1.6,27,0.05,0.02,0.4,0 ,0,0,16
Plantain Green,OTHER VEGETABLES,83.2,1.4,0.2,0.5,0.7,14,64,10,29,6.27,30,0.05,0.02,0.3,0 ,1.6,16.4,24
Plantain Stem,OTHER VEGETABLES,88.3,0.5,0.1,0.6,0.8,9.7,42,10,10,1.1,0,0.02,0.01,0.2,0 ,0,0,7
Pumkin Fruit,OTHER VEGETABLES,92.6,1.4,0.1,0.6,0.7,4.6,25,10,30,0.44,50,0.06,0.04,0.5,0 ,3,13,2
Pumkin Flowers,OTHER VEGETABLES,89.1,2.2,0.8,1.4,0.7,5.8,39,120,60,0,0,0,0,0,0 ,0,0,0
Ridge Gourd,OTHER VEGETABLES,95.2,0.5,0.1,0.3,0.5,3.4,17,18,26,0.39,33,0,0.01,0.2,0 ,0,0,5
Snake Gourd,OTHER VEGETABLES,94.6,0.5,0.3,0.5,0.8,3.3,18,26,20,1.51,96,0.04,0.06,0.3,0 ,7.5,15.5,0
Sundakai Dry,OTHER VEGETABLES,12.3,8.3,1.7,5.1,17.6,55,269,390,180,22.2,450,0,0,0,0 ,0,0,0
Sword Beans,OTHER VEGETABLES,87.2,2.7,0.2,0.6,1.5,7.8,44,60,40,2,24,0.08,0.08,0.5,0 ,0,0,12
Tinda Tender,OTHER VEGETABLES,93.5,1.4,0.2,0.5,1,3.4,21,25,24,0.9,13,0.04,0.08,0.3,0 ,0,0,18
Vegetable Marrow,OTHER VEGETABLES,94.8,0.5,0.1,0.3,0.8,3.5,17,10,30,0.6,0,0.02,0,0.4,0 ,0,0,18
Water Chestnut Fresh,OTHER VEGETABLES,70,4.7,0.3,1.1,0.6,23.3,115,20,150,1.35,12,0.05,0.07,0.6,0 ,0,0,9
Water Chestnut Dry,OTHER VEGETABLES,13.8,13.4,0.8,3.1,0,68.9,330,70,440,2.4,0,0,0,0,0 ,0,0,0
Almond,NUTS AND OIL SEEDS,5.2,20.8,58.9,2.9,1.7,10.5,655,230,490,5.09,0,0.24,0.57,4.4,0 ,0,0,0
Arecanut,NUTS AND OIL SEEDS,31.3,4.9,4.4,1,11.2,47.2,249,50,130,1.5,3,0,0,0,0 ,0,0,0
Avocadopear Nut,NUTS AND OIL SEEDS,63.7,2.5,0.7,1.1,0,32,144,20,80,1.2,0,0,0,0,0 ,0,0,0
Cashewnut,NUTS AND OIL SEEDS,5.9,21.2,46.9,2.4,1.3,22.3,596,50,450,5.81,60,0.63,0.19,1.2,0,0,0,0
Chilgoza,NUTS AND OIL SEEDS,4,13.9,49.3,2.8,1,29,615,91,494,3.6,0,0.32,0.3,3.6,0,0,0,0
Coconut Dry,NUTS AND OIL SEEDS,4.3,6.8,62.3,1.6,6.6,18.4,662,400,210,7.8,0,0.08,0.01,3,0 ,15.3,16.5,7
Coconut Fresh,NUTS AND OIL SEEDS,36.3,4.5,41.6,1,3.6,13,444,10,240,1.7,0,0.05,0.1,0.8,0,11.7,12.5,1
Coconut Tender,NUTS AND OIL SEEDS,90.8,0.9,1.4,0.6,0,6.3,41,10,30,0.9,0,0,0,0,0,0,0,0
Coconut Milk,NUTS AND OIL SEEDS,42.8,3.4,41,0.9,0,11.9,430,15,140,1.6,0,0.08,0.04,0.6,0,0,0,0
Coconut Meal Deoiled,NUTS AND OIL SEEDS,8.7,23.8,2.8,7,9.8,47.9,312,112,646,69.4,0,0.13,0.57,6,0,0,0,5
Garden Cress Seeds,NUTS AND OIL SEEDS,3.2,25.3,24.5,6.4,7.6,33,454,377,723,100,27,0.59,0.61,14.3,0,0,0,0
Gingelly Seeds,NUTS AND OIL SEEDS,5.3,18.3,43.3,5.2,2.9,25,563,1450,570,9.3,60,1.01,0.34,4.4,0,51,134,0
Groundnut,NUTS AND OIL SEEDS,3,25.3,40.1,2.4,3.1,26.1,567,90,350,2.5,37,0.9,0.13,19.9,0,16,20,0
Groundnut Roasted,NUTS AND OIL SEEDS,1.7,26.2,39.8,2.5,3.1,26.7,570,77,370,3.1,0,0.39,0.13,22.1,0,0,0,0
Groundnut Cake,NUTS AND OIL SEEDS,7.2,40.9,7.4,2.5,3.2,38.8,386,213,548,0,0,0,0,0,0,0,0,0
Linseed Seeds,NUTS AND OIL SEEDS,6.5,20.3,37.1,2.4,4.8,28.9,530,170,370,2.7,30,0.23,0.07,1,0,0,0,0
Mustard Seeds,NUTS AND OIL SEEDS,8.5,20,39.7,4.2,1.8,23.8,541,490,700,7.9,162,0.65,0.26,4,0,0,0,0
Niger Seeds,NUTS AND OIL SEEDS,4.2,23.9,39,4.9,10.9,17.1,515,300,224,56.7,0,0.07,0.97,8.4,0,0,0,0
Pistachio Nut,NUTS AND OIL SEEDS,5.6,19.8,53.5,2.8,2.1,16.2,626,140,430,7.7,144,0.67,0.28,2.3,0,0,0,0
Piyal Seeds,NUTS AND OIL SEEDS,3,19,59.1,3,3.8,12.1,656,279,528,8.5,0,0.69,0.53,1.5,0,0,0,5
Safflower Seeds,NUTS AND OIL SEEDS,5.5,13.5,25.6,2.6,34.9,17.9,356,236,823,4.6,0,0,0,0,0,0,0,0
Sunflower Seeds,NUTS AND OIL SEEDS,5.5,19.8,52.1,3.7,1,17.9,620,280,670,5,0,0.86,0.2,4.5,0,0,0,1
Walnut,NUTS AND OIL SEEDS,4.5,15.6,64.5,1.8,2.6,11,687,100,380,2.64,6,0.45,0.4,1,0,0,0,0
Water Melon Seeds Kernal,NUTS AND OIL SEEDS,4.3,34.1,52.6,3.7,0.8,4.5,628,100,937,7.4,0,0,0,0,0,0,0,0
Arisithippili,CONDIMENTS AND SPICES,12.5,13.2,4.7,6,5.2,58.4,329,460,325,13.5,0,0,0,0,0 ,0,0,0
Asafoetida,CONDIMENTS AND SPICES,16,4,1.1,7,4.1,67.8,297,690,50,39.4,4,0,0.04,0.3,0,0,0,0
Cardamom,CONDIMENTS AND SPICES,20,10.2,2.2,5.4,20.1,42.1,229,130,160,4.6,0,0.22,0.17,0.8,0,0,0,0
Chillies Dry,CONDIMENTS AND SPICES,10,15.9,6.2,6.1,30.2,31.6,246,160,370,2.3,345,0.93,0.43,9.5,0 ,0,0,50
Chillies Green,CONDIMENTS AND SPICES,85.7,2.9,0.6,1,6.8,3,29,30,80,4.4,175,0.19,0.39,0.9,0,6,29,111
Cloves Dry,CONDIMENTS AND SPICES,25.2,5.2,8.9,5.2,9.5,46,286,740,100,11.7,253,0.08,0.13,0,0,0,0,0
Cloves Green,CONDIMENTS AND SPICES,65.5,2.3,5.9,2.2,0,24.1,159,310,40,2.1,72,0,0,0,0,0,0,0
Coriander,CONDIMENTS AND SPICES,11.2,14.1,16.1,4.4,32.6,21.6,288,630,393,7.1,942,0.22,0.35,1.1,0,27.4,32,0
Cumin Seeds,CONDIMENTS AND SPICES,11.9,18.7,15,5.8,12,36.6,356,1080,511,11.7,522,0.55,0.36,2.6,0,0,0,3
Fenugreek Seeds,CONDIMENTS AND SPICES,13.7,26.2,5.8,3,7.2,44.1,333,160,370,6.5,96,0.34,0.29,1.1,0,14.5,84,0
Garlic Dry,CONDIMENTS AND SPICES,62,6.3,0.1,1,0.8,29.8,145,30,310,1.2,0,0.06,0.23,0.4,0,0,0,13
Ginger Fresh,CONDIMENTS AND SPICES,80.9,2.3,0.9,1.2,2.4,12.3,67,20,60,3.5,40,0.06,0.03,0.6,0,0,0,6
Liime Peel,CONDIMENTS AND SPICES,66.5,1.8,0.5,1.8,0,29.4,129,710,60,2.7,0,0,0,0,0,0,0,0
Mace,CONDIMENTS AND SPICES,15.9,6.5,24.4,1.6,3.8,47.8,437,180,100,12.3,3027,0.25,0.42,1.4,0 ,0,0,0
Mango Powder,CONDIMENTS AND SPICES,6.8,2.8,7.8,4.9,13.7,64,337,180,16,45.2,0,0,0,0,0,0,0,0
Nutmeg Fruit,CONDIMENTS AND SPICES,14.3,7.5,36.4,1.7,11.6,28.5,472,120,240,2.03,0,0.33,0.01,1.4,0,0,0,0
Nutmeg Rind,CONDIMENTS AND SPICES,86.8,1,0.4,0.6,0,11.2,52,40,10,2,0,0,0,0,0 ,0,0,0
Omum,CONDIMENTS AND SPICES,7.4,17.1,21.8,7.9,21.2,24.6,363,1525,443,12.5,71,0.21,0.28,2.1,0,0,0,0
Pepper Dry Black,CONDIMENTS AND SPICES,18.2,11.5,6.8,4.4,14.9,49.2,304,460,198,12.4,1080,0.09,0.14,1.4,0,0,0,0
Pepper Green,CONDIMENTS AND SPICES,70.6,4.8,2.7,1.8,6.4,13.7,98,270,70,2.4,540,0.05,0.04,0.2,0,0,0,1
Pippali,CONDIMENTS AND SPICES,12.2,6.4,2.3,4.8,8.5,65.8,310,1230,190,62.1,0,0,0,0,0,0,0,0
Poppy Seeds,CONDIMENTS AND SPICES,4.3,21.7,19.3,9.9,8,36.8,408,1584,432,15.9,0,0,0,0,0,0,0,0
Tamarind Pulp,CONDIMENTS AND SPICES,20.9,3.1,0.1,2.9,5.6,67.4,283,170,110,17,60,0,0.07,0.7,0,0,0,3
Turmeric,CONDIMENTS AND SPICES,13.1,6.3,5.1,3.5,2.6,69.4,349,150,282,67.8,30,0.03,0,2.3,0,10,18,0
Ambada,Fruits,90.3,0.7,3,0.5,1,4.5,48,36,11,3.9,270,0.02,0.02,0.3,0,0,0,21
Apricot Fresh,Fruits,85.3,1,0.3,0.7,1.1,11.6,53,20,25,2.2,2160,0.04,0.13,0.6,0,0,0,6
Apricot Dry,Fruits,19.4,1.6,0.7,2.8,2.1,73.4,306,110,70,4.6,58,0.22,0,2.3,0,0,0,2
Avocado Pear,Fruits,73.6,1.7,22.8,1.1,0,0.8,215,10,80,0.7,0,0,0,0,0,0,0,0
Bael Fruit,Fruits,61.5,1.8,0.3,1.7,2.9,31.8,137,85,50,0.6,55,0.13,0.03,1.1,0 ,0,0,8
Banana Ripe,Fruits,70.1,1.2,0.3,0.8,0.4,27.2,116,17,36,0.36,78,0.05,0.08,0.5,0,0,0,7
Banyan Tree Figs,Fruits,74.1,1.7,2,1.9,8.5,11.8,72,364,43,0,0,0,0,0,0,0,0,0
Bilimbi,Fruits,94.4,0.5,0.3,0.3,1,3.5,19,15,10,1.2,18,0.09,0.04,0.6,0,0,0,32
Bread Fruit,Fruits,79.5,1.5,0.2,0.9,2.1,15.8,71,40,30,0.5,9,0.04,0.07,0,0,0,0,21
Bullock Heart,Fruits,76.8,1.4,0.2,0.7,5.2,15.7,70,10,10,0.6,67,0,0.07,0.6,0,0,0,5
Cape Gooseberry,Fruits,82.9,1.8,0.2,0.8,3.2,11.1,53,10,67,2,1428,0.05,0.02,0.3,0,0,0,49
Cashew Fruit,Fruits,86.3,0.2,0.1,0.2,0.9,12.3,51,10,10,0.2,23,0.02,0.05,0.4,0,0,0,180
Cherries Red,Fruits,83.4,1.1,0.5,0.8,0.4,13.8,64,24,25,0.57,0,0.08,0.08,0.3,0 ,0,0,7
Currants Black,Fruits,18.4,2.7,0.5,2.2,1,75.2,316,130,110,8.5,21,0.03,0.14,0.4,0 ,0,0,1
Dates Dried,Fruits,15.3,2.5,0.4,2.1,3.9,75.8,317,120,50,7.3,26,0.01,0.02,0.9,0,0,0,3
Dates Fresh,Fruits,59.2,1.2,0.4,1.7,3.7,33.8,144,22,38,0.96,0,0,0,0,0,0,0,0
Figs Ficus Carcia,Fruits,88.1,1.3,0.2,0.6,2.2,7.6,37,80,30,1,162,0.06,0.05,0.6,0,0,0,5
Grapes Blue Variety,Fruits,82.2,0.6,0.4,0.9,2.8,13.1,58,20,23,0.5,3,0.04,0.03,0.2,0,0,0,1
Grapes Pale Green Variety,Fruits,79.2,0.5,0.3,0.6,2.9,16.5,71,20,30,0.52,0,0,0,0,0,0,0,1
Grape Fruit Marsh Seedless,Fruits,88.5,1,0.1,0.4,0,10,45,30,30,0.2,0,0.12,0.02,0.3,0,0,0,0
Grape Fruit Triumph,Fruits,92,0.7,0.1,0.2,0,7,32,20,20,0.2,0,0.12,0.02,0.3,0 ,0,0,31
Guava Country,Fruits,81.7,0.9,0.3,0.7,5.2,11.2,51,10,28,0.27,0,0.03,0.03,0.4,0,0,0,212
Guava Hill,Fruits,85.3,0.1,0.2,0.6,4.8,9,38,50,20,1.2,0,0.02,0.02,0.3,0,0,0,15
Harfarowrie,Fruits,91.2,0.7,0.6,0.5,1.1,5.9,32,6,6,0,0,0,0,0,0,0,0,0
Jack Fruit,Fruits,76.2,1.9,0.1,0.9,1.1,19.8,88,20,41,0.56,175,0.03,0.13,0.4,0,0,0,7
Jamb Safed,Fruits,93.5,0.1,0.4,0.1,2.2,3.7,19,17,3,0.1,0,0.01,0.02,0.2,0,0,0,30
Ambu Fruit,Fruits,83.7,0.7,0.3,0.4,0.9,14,62,15,15,0.43,48,0.03,0.01,0.2,0,0,0,18
Korukkapalli,Fruits,79.2,2.7,0.4,0.7,1,16,78,14,49,1,0,0.22,0.06,1.6,0,0,0,108
Lakuch,Fruits,82.1,0.7,1.1,0.8,2,13.3,66,50,20,0.5,254,0.02,0.15,0.3,0,0,0,135
Lemon Sweet,FRUITS,90.5,0.7,0.3,0.5,0.7,7.3,35,30,20,0.7,0,0,0.04,0,0,0,0,45
Lichi,FRUITS,84.1,1.1,0.2,0.5,0.5,13.6,61,10,35,0.7,0,0.02,0.06,0.4,0,0,0,31
Lime,FRUITS,84.6,1.5,1,0.7,1.3,10.9,59,90,20,0.3,15,0.02,0.03,0.1,0,0,0,63
Lime Sweet Malta,FRUITS,90.3,0.7,0.2,0.4,0.6,7.8,36,30,20,0.3,0,0,0,0,0,0,0,54
Lime Sweet Musambi,FRUITS,88.4,0.8,0.3,0.7,0.5,9.3,43,40,30,0.7,0,0,0,0,0,0,0,50
Loquat,FRUITS,88.2,0.6,0.3,0.5,0.8,9.6,43,30,20,1.3,559,0,0,0,0,0,0,0
Mahua Ripe,FRUITS,73.6,1.4,1.6,0.7,0,22.7,111,45,22,0.23,307,0,0,0,0,0,0,40
Mango Ripe,FRUITS,81,0.6,0.4,0.4,0.7,16.9,74,14,16,1.3,2743,0.08,0.09,0.9,0,0,0,16
Mangosteen,FRUITS,84.9,0.5,0.1,0.2,0,14.3,60,10,20,0.2,0,0,0,0,0,0,0,26
Melon Musk,FRUITS,95.2,0.3,0.2,0.4,0.4,3.5,17,32,14,14,0,0,0,0,0,0,0,0
Melon Water,FRUITS,95.8,0.2,0.2,0.3,0.2,3.3,16,11,12,7.9,0,0.02,0.04,0.1,0,0,0,1
Mulberry,FRUITS,86.5,1.1,0.4,0.6,1.1,10.3,49,70,30,2.3,57,0.04,0.13,0.5,0,0,0,12
Orange,FRUITS,87.6,0.7,0.2,0.3,0.3,10.9,48,26,20,0.32,1104,0,0,0,0,0,0,30
Orange Juice,FRUITS,97.7,0.2,0.1,0.1,0,1.9,9,5,9,0.7,15,0.06,0.02,0.4,0,0,0,64
Palmyra Fruit Ripe Mesocarp,FRUITS,77.2,0.7,0.2,0.7,0.5,20.7,87,9,33,0,0,0,0,0,0,0,0,0
Palmyra Fruit Tender,FRUITS,92.3,0.6,0.1,0.2,0.3,6.5,29,10,20,0.5,0,0.01,0.01,0.2,0,0,0,4
Papaya Ripe,FRUITS,90.8,0.6,0.1,0.5,0.8,7.2,32,17,13,0.5,666,0.04,0.25,0.2,0,0,0,57
Passion Fruit,FRUITS,76.3,0.9,0.1,0.7,9.6,12.4,54,10,60,2,54,0.07,0.14,1.6,0,0,0,25
Passion Fruit Juice,FRUITS,89,1.2,0.2,0.7,1.2,7.7,37,10,30,0.7,1968,0.01,0.02,0,0,0,0,13
Peaches,FRUITS,86,1.2,0.3,0.8,1.2,10.5,50,15,41,2.4,0,0.02,0.03,0.5,0,0,0,6
Pears,FRUITS,86,0.6,0.2,0.3,1,11.9,52,8,15,0.5,28,0.06,0.03,0.2,0,0,0,0
Persimmon,FRUITS,80,0.7,0.2,0.3,0.9,17.9,76,15,10,0.3,2268,0.03,0.01,0,0,0,0,33
Phalsa,FRUITS,80.8,1.3,0.9,1.1,1.2,14.7,72,129,39,3.1,419,0,0,0.3,0,0,0,22
Pine Apple,FRUITS,87.8,0.4,0.1,0.4,0.5,10.8,46,20,9,2.42,18,0.2,0.12,0.1,0,0,0,39
Plum,FRUITS,86.9,0.7,0.5,0.4,O.4,11.1,52,10,12,0.6,166,0.04,0.1,0.3,0,0,0,5
Pomegranate,FRUITS,78,1.6,0.1,0.7,5.1,14.5,65,10,70,1.79,0,0.06,0.1,0.3,0,0,0,16
Prunes,FRUITS,85.3,0.5,0.3,0.6,0.5,12.8,56,10,18,0,0,0,0,0,0,0,0,0
Pummelo,FRUITS,88,0.6,0.1,0.5,0.6,10.2,44,30,30,0.3,120,0.03,0.03,0.2,0,0,0,20
Raisins,FRUITS,20.2,1.8,0.3,2,1.1,74.6,308,87,80,7.7,2.4,0.07,0.19,0.7,0,0,0,1
Raspberry,FRUITS,84.8,1,0.6,0.9,1,11.7,56,40,110,2.3,1248,0,0,0.8,0,0,0,30
Rose Apple,FRUITS,89.1,0.7,0.2,0.3,1.2,8.5,39,10,30,0.5,141,0.01,0.05,0.4,0,0,0,3
Saporta,FRUITS,73.7,0.7,1.1,0.5,2.6,21.4,98,28,27,1.25,97,0.02,0.03,0.2,0,0,0,6
Seethaphal,FRUITS,70.5,1.6,0.4,0.9,3.1,23.5,104,17,47,4.31,0,0.07,0.17,1.3,0,0,0,37
Strawberry,FRUITS,87.8,0.7,0.2,0.4,1.1,9.8,44,30,30,1.8,18,0.03,0.02,0.2,0,0,0,52
Tomato Ripe,FRUITS,94,0.9,0.2,0.5,0.8,3.6,2,48,20,0.64,351,0.12,0.06,0.4,0,14,30,27
Tomatillo,FRUITS,91.7,0.7,0.6,0.6,0.6,5.8,31,7,40,1.4,48,0.05,0.02,2.1,0,0,0,2
Tree Tomato,FRUITS,86.2,1.5,0.2,1.2,4.2,6.7,35,12,46,1,324,0.11,0.06,2.1,0,0,0,0
Wood Appple,FRUITS,64.2,7.1,3.7,1.9,5,18.1,134,130,110,0.48,61,0.04,0.17,0.8,0,0,0,3
Zizyphus,FRUITS,81.6,0.8,0.3,0.3,0,17,74,4,9,0.5,21,0.02,0.05,0.7,0,0,0,76
Air,FISHES AND SEA FOODS,78.1,15.9,1.3,1.2,0,3.5,89,380,180,0.7,0,0,0,0.5,0 ,0,0,11
Anchovy,FISHES AND SEA FOODS,69.3,19.3,9.6,1.6,0,0.2,164,143,174,1.5,0,0,0,0,0 ,0,0,0
Bacha,FISHES AND SEA FOODS,68.8,18.1,5.6,1.4,0,6.1,147,520,180,0.7,0,0,0,0.6,0 ,0,0,13
Bam,FISHES AND SEA FOODS,74.8,16.1,0.9,1.3,0,6.9,100,330,240,0.8,0,0,0,0.9,0 ,0,0,3
Baspata Machli,FISHES AND SEA FOODS,76.1,18.2,4.4,4.4,0,0,112,175,225,0,0,0,0,0,0 ,0,0,0
Bata Small Varieties,FISHES AND SEA FOODS,79,14.3,2.5,2,0,2.2,89,790,200,1.1,0,0,0,0,0 ,0,0,0
Beley,FISHES AND SEA FOODS,79.7,14.5,0.6,2.3,0,2.9,75,370,330,1,0,0,0,0.3,0 ,0,0,3
Bhagon Fresh,FISHES AND SEA FOODS,70.6,14.8,8.8,2,0,3.8,154,182,190,1.2,0,0,0,1.8,0 ,0,0,12
Bhagon Dried,FISHES AND SEA FOODS,17.9,61.5,2.3,16.5,0,1.8,274,6235,207,9.3,0,0,0,0,0 ,0,0,0
Bhangan Bata,FISHES AND SEA FOODS,67.3,19.4,4.4,2.2,0,6.7,144,580,310,1.1,0,0,0,0,0 ,0,0,0
Bhekti Fresh,FISHES AND SEA FOODS,79.9,14.9,0.8,1.4,0,3,79,480,350,3.1,0,0,0,0.7,0 ,0,0,10
Bhekti Dried,FISHES AND SEA FOODS,20.1,60.2,2,15.9,0,1.8,266,939,347,15,0,0,0,0,0 ,0,0,0
Bhola,FISHES AND SEA FOODS,78.1,15.2,1.1,1.9,0,3.7,86,550,580,0.4,0,0,0,0.5,0 ,0,0,14
Big Jawed Jumper,FISHES AND SEA FOODS,73.3,19.4,5.8,1.4,0,0.1,130,214,306,3.4,0,0,0,0,0 ,0,0,0
Boal,FISHES AND SEA FOODS,73.3,15.4,2.7,1.3,0,7.6,116,160,490,0.6,0,0,0,1,0 ,0,0,8
Blue Mussel,FISHES AND SEA FOODS,81.5,9.9,2,3,0,3.6,72,1134,286,8,0,0,0,0,0 ,0,0,0
Cat Fish,FISHES AND SEA FOODS,77.1,21.4,0,0,0,0,86,10,230,0,0,0,0,2.5,0 ,0,0,0
Chela,FISHES AND SEA FOODS,77.5,14.6,4.3,2.1,0,1.5,103,590,340,2,0,0,0,0,0 ,0,0,0
Chela Dried,FISHES AND SEA FOODS,4.7,64.8,17,13.4,0,0.1,413,3590,2342,0,0,0,0,0,0 ,0,0,0
Chingri Small Dried,FISHES AND SEA FOODS,17.9,62.4,3.9,13.9,0,1.9,292,3539,354,27.9,0,0,0,0,0 ,0,0,0
Chingri Goda Dried,FISHES AND SEA FOODS,14.9,60,3.2,17.3,0,4.6,287,3847,828,49.6,0,0,0,0,0 ,0,0,0
Chital,FISHES AND SEA FOODS,75,18.6,2.3,1,0,3.1,108,180,250,3,0,0,0,0,0 ,0,0,0
Crab Muscle,FISHES AND SEA FOODS,83.5,8.9,1.1,3.2,0,3.3,59,1370,150,21.2,780,0,0,3.1,0 ,0,0,0
Crab Small,FISHES AND SEA FOODS,65.3,11.2,9.8,4.6,0,9.1,169,1606,253,0,0,0,0,0,0 ,0,0,0
Folui,FISHES AND SEA FOODS,73,19,1,2.5,0,3.7,109,590,450,1.7,0,0,0,0.8,0 ,0,0,6
Ghol,FISHES AND SEA FOODS,69.7,18.4,0.9,0,0,0,82,90,150,2.1,0,0,0,0,0 ,0,0,0
Goggler,FISHES AND SEA FOODS,76.9,18.7,1.6,1.8,0,1,93,437,349,8.2,0,0,0,0,0 ,0,0,0
Herring Indian,FISHES AND SEA FOODS,72.8,20.3,3.2,1.5,0,2.2,119,429,305,9.3,0,0,0,0,0 ,0,0,0
Herring Ox0eyed,FISHES AND SEA FOODS,73.7,20.7,2.2,1.6,0,0.8,106,429,131,6.3,0,0,0,0,0 ,0,0,0
Hilsa,FISHES AND SEA FOODS,53.7,21.8,19.4,2.2,0,2.9,273,180,280,2.1,0,0,0,2.8,0 ,0,0,24
Horse Mackerel,FISHES AND SEA FOODS,76.9,21.2,1.6,1.3,0,0,99,357,262,2,0,0,0,2.9,0 ,0,0,0
Indian Whiting,FISHES AND SEA FOODS,77.1,19.2,0.6,1.5,0,1.6,89,71,262,2.2,0,0,0,0,0 ,0,0,0
Jew Fish Kora,FISHES AND SEA FOODS,78.3,18.8,0.8,1.9,0,0.2,83,286,305,4.4,0,0,0,0,0 ,0,0,0
Jew Fish Pallikora,FISHES AND SEA FOODS,77,20,2.2,1.6,0,0,100,214,262,4.8,0,0,0,0,0 ,0,0,0
Kalabasu,FISHES AND SEA FOODS,81,14.7,1,1.3,0,2,76,320,380,0.8,0,0,0,0.6,0 ,0,0,11
Katla,FISHES AND SEA FOODS,73.7,19.5,2.4,1.5,0,2.9,111,530,235,0.9,0,0,0,0.8,0,0,0,0
Khoyra Fresh,FISHES AND SEA FOODS,72,18,3,1.8,0,5.2,120,590,220,0.7,0,0,0,0.5,0,0,0,0
Khoyra Dried,FISHES AND SEA FOODS,17.3,58.9,6.2,16.4,0,1.2,296,0,0,0,0,0,0,0,0,0,0,0
Koocha Machli,FISHES AND SEA FOODS,76.7,18.7,0.8,1.4,0,2.4,92,185,119,0,0,0,0,0,0,0,0,0
Lata,FISHES AND SEA FOODS,74,19.4,0.6,2.6,0,3.4,97,610,530,1.3,0,0,0,1,0,0,0,0
Lobster,FISHES AND SEA FOODS,77.3,20.5,0.9,1.4,0,0,90,16,279,0,0,0,0,0,0,0,0,0
Mackerel,FISHES AND SEA FOODS,77.3,18.9,1.7,1.6,0 ,0.5,93,429,305,4.5,0,0,0,0,0,0,0,0
